Number,Time,Name,Country,DOB,Position,Location,Date
4256,3:58.73,Dragan Zdravkovic,SRB,16.12.59,11,Edinburgh,23.07.1985
4256,3:58.73,Steve Holman,USA,02.03.70,7,Eugene,04.06.1994
4256,3:58.73,Martin Keino,KEN,20.06.72,8,Eugene,04.06.1994
4256,3:58.73,Hamish Christensen,NZL,01.09.72,1,Wanganui,20.01.2001
4256,3:58.73,Eric Finan,USA,09.06.87,1,Concord,05.06.2014
4256,3:58.73,George Mills,GBR,12.05.99,12,Gateshead,13.07.2021
4262,3:58.74,Adrian Weatherhead,GBR,22.07.43,7,London,26.06.1977
4262,3:58.74,Steve Scott,USA,05.05.56,8,Berlin,26.08.1977
4262,3:58.74,Randy Wilson,USA,07.09.55,3,Eugene,12.05.1984
4262,3:58.74,Deon Brummer,RSA,04.04.59,1,Port Elizabeth,05.03.1990
4262,3:58.74,Jim Svenøy,NOR,22.04.72,11,Oslo,22.07.1994
4262,3:58.74,Karl Paranya,USA,27.06.75,3,Philadelphia,29.04.2000
4262,3:58.74,Andrés Manuel Díaz,ESP,12.07.69,13,Roma,12.07.2002
4262,3:58.74,Tasama Dame,ETH,12.10.87,5,Brasschaat,21.07.2007
4262,3:58.74,Hamish Carson,NZL,01.11.88,2,Concord,05.06.2014
4262,3:58.74,James Magut,KEN,20.07.90,12rB,Eugene,26.05.2018
4262,3:58.74,Elmar Engholm,SWE,02.10.92,9,Dublin,19.07.2018
4273,3:58.75,John Walker,NZL,12.01.52,1,Gateshead,26.07.1987
4273,3:58.75,Jack Bolas,USA,01.11.87,6,Dublin,08.07.2011
4273,3:58.75,Matthew Centrowitz,USA,18.10.89,16,London,27.07.2013
4273,3:58.75,Paul Robinson,IRL,24.05.91,11,Dublin,22.07.2016
4273,3:58.75,Kyle Merber,USA,19.11.90,5,Huntington,06.09.2017
4278,3:58.76,Earl Jones,USA,17.07.64,4,Westwood,17.05.1986
4278,3:58.76,Steve Crabb,GBR,30.11.63,1,Sheffield,14.08.1992
4278,3:58.76,Johan Fourie,RSA,02.12.59,7,Portsmouth,05.06.1993
4278,3:58.76,Andrea Cori,ITA,23.04.66,4,Rieti,05.09.1993
4278,3:58.76,Jonathan Rankin,USA,09.02.82,9,Eugene,28.05.2006
4278,3:58.76,Jack Rowe,GBR,30.01.96,3rA,London,28.07.2021
4284,3:58.77,Roger Hackney,GBR,02.09.57,4,Swansea,13.07.1986
4284,3:58.77,Alan Mottershead,GBR,16.05.55,5,Swansea,13.07.1986
4284,3:58.77,Graham Hood,CAN,02.04.72,6,Melbourne,25.02.1998
4284,3:58.77,Chris O'Hare,GBR,23.11.90,3,Des Moines,30.04.2011
4284,3:58.77,Alan Webb,USA,13.01.83,4,Des Moines,30.04.2011
4284,3:58.77,Joey Barriatua,USA,16.06.95,3rA,Nashville,05.06.2022
4290,3:58.78,Frank O'Mara,IRL,17.07.60,1,Dublin,28.07.1985
4290,3:58.78,Andrew Bumbalough,USA,14.03.87,1,Murfreesboro,06.06.2009
4290,3:58.78,Nick McCormick,GBR,11.09.81,8,London,06.08.2011
4290,3:58.78,Matt Elliott,USA,08.09.85,4,Greenville,13.04.2013
4294,3:58.79,Ken Hall,AUS,25.07.51,3,Gateshead,08.07.1979
4294,3:58.79,Noah Ngeny,KEN,02.11.78,9,Eugene,24.05.2003
4294,3:58.79,Anthony Whiteman,GBR,13.11.71,1,Nashville,02.06.2012
4294,3:58.79,Blake Haney,USA,29.03.96,7,Cork,18.07.2017
4294,3:58.79,Matthew Ramsden,AUS,23.07.97,8,Cork,16.07.2018
4299,3:58.8,Roger Bannister,GBR,23.03.29,1,Vancouver,07.08.1954
4299,3:58.8,Ron Delany,IRL,06.03.35,2,London,19.07.1957
4299,3:58.8,Albert Thomas,AUS,08.02.35,1,Sydney,06.01.1960
4299,3:58.8,Jim Beatty,USA,28.10.34,1,Modesto,27.05.1961
4299,3:58.8,Jim Grelle,USA,30.09.36,2,Helsinki,21.08.1962
4299,3:58.8,John Davies,NZL,25.05.38,2,Dunedin,15.02.1963
4299,3:58.8,Thomas O'Hara,USA,05.07.42,1,Kalamazoo,01.06.1963
4299,3:58.8,Cary Weisiger,USA,08.09.38,1,Toronto,12.07.1963
4299,3:58.8,Alan Simpson,GBR,22.05.40,2,Västerås,08.08.1965
4299,3:58.8,Harald Norpoth,FRG,22.08.42,1,Hamburg,19.05.1966
4299,3:58.8,Richard Romo,USA,23.06.43,1,Los Angeles,10.08.1966
4299,3:58.8,Alan Simpson,GBR,22.05.40,1,Brighton,21.08.1966
4299,3:58.8,Bodo Tümmler,FRG,08.12.43,1,Stockholm,02.07.1969
4299,3:58.8,Richard Tayler,NZL,12.08.48,1,Dunedin,23.01.1971
4299,3:58.8,Lee Labadie,USA,22.01.50,1,Carbondale,11.05.1971
4299,3:58.8,Harald Norpoth,FRG,22.08.42,2,Eschweiler,04.06.1971
4299,3:58.8,Henryk Szordykowski,POL,03.06.44,5,Stockholm,05.07.1972
4299,3:58.8,Barry Brown,USA,26.07.44,2,Gainesville,13.05.1973
4299,3:58.8,Rick Wohlhuter,USA,23.12.48,1,Wichita,02.06.1973
4299,3:58.8,Jim Johnson,USA,04.01.50,6,Eugene,20.06.1973
4299,3:58.8,John Walker,NZL,12.01.52,3,Victoria,07.07.1973
4299,3:58.8,Hailu Ebba,ETH,12.12.50,1,Corvallis,30.03.1974
4299,3:58.8,Tony Waldrop,USA,29.12.51,3,Philadelphia,26.04.1975
4299,3:58.8,Scott Daggatt,USA,14.10.52,3,Modesto,24.05.1975
4299,3:58.8,Gary Barger,USA,29.12.53,1,Eugene,29.05.1975
4299,3:58.8,Henryk Szordykowski,POL,03.06.44,2,Berlin,22.08.1975
4299,3:58.8,Tom Birger Hansen,DEN,25.02.48,3,Berlin,22.08.1975
4299,3:58.8,David Moorcroft,GBR,10.04.53,1,Stretford,30.08.1975
4299,3:58.8,Anthony Settle,GBR,09.12.53,1,Belfast,29.05.1976
4299,3:58.8,Alan Mottershead,GBR,16.05.55,3,Gateshead,12.09.1977
4299,3:58.8,Lawrence Spence,GBR,16.07.53,4,Gateshead,12.09.1977
4299,3:58.8,Antti Loikkanen,FIN,15.04.55,1,Imatra,08.06.1978
4299,3:58.8,Mike Manke,USA,15.03.52,4,Berlin,18.08.1978
4299,3:58.8,Thomas Wessinghage,FRG,22.02.52,1,Luxembourg,10.09.1978
4299,3:58.8,Paul Cummings,USA,05.09.53,1,Philadelphia,28.04.1979
4299,3:58.8,John Walker,NZL,12.01.52,1,Tauranga,29.12.1984
4299,3:58.8,Gary Lewis,USA,08.08.63,3,Coventry,16.06.1985
4299,3:58.8,Hans van der Veen,RSA,07.01.66,4,Port Elizabeth,14.12.1985
4299,3:58.8,Roland Pauwels,BEL,16.02.66,2,Ninove,28.07.1987
4299,3:58.8,Mark Coogan,USA,01.05.66,3,Dedham,09.06.1991
4299,3:58.8+,Shem Kororia,KEN,25.09.72,4,Monaco,10.08.1996
4299,3:58.8+,Paul Bitok,KEN,26.06.70,5,Monaco,10.08.1996
4299,3:58.8,Stephen Howard,CAN,21.10.72,3,Haverford,14.05.1997
4299,3:58.8,Sean O'Brien,USA,04.08.80,3,Beaverton,10.06.2007
4299,3:58.80,Francis Gonzalez,FRA,06.02.52,2,London,16.05.1979
4299,3:58.80,Pat Scammell,AUS,15.04.61,3,Gateshead,09.08.1985
4299,3:58.80,Jim Spivey,USA,07.03.60,1,Eugene,07.05.1986
4299,3:58.80,Peter Rono,KEN,31.07.67,2,Edinburgh,07.07.1989
4299,3:58.80,Brian Baker,USA,08.06.70,3,Brunswick,04.07.1998
4299,3:58.80,Chris Estwanik,USA,04.04.80,2,Walnut,17.04.2005
4299,3:58.80,Will Leer,USA,15.04.85,2,Wellington,26.02.2011
4299,3:58.80,Johan Cronje,RSA,13.04.82,10,Oslo,11.06.2015
4299,3:58.80,Ford Palmer,USA,06.10.90,3,West Long Branch,31.07.2018
4352,3:58.81,Tim Hutchings,GBR,04.12.58,5,Gateshead,31.07.1983
4352,3:58.81,Mark Coogan,USA,01.05.66,1,Dedham,10.06.1989
4352,3:58.81,Gennaro Di Napoli,ITA,05.03.68,2,Sheffield,04.09.1994
4352,3:58.81,Alberto García,ESP,22.02.71,6,Gateshead,19.07.1998
4352,3:58.81,Marko Koers,NED,03.11.72,10,Hengelo,01.06.2003
4352,3:58.81,Johan Cronje,RSA,13.04.82,1,Parow,16.12.2005
4352,3:58.81,Andrew Baddeley,GBR,20.06.82,1,Wanganui,16.03.2007
4352,3:58.81,Nick Willis,NZL,25.04.83,2,Wanganui,27.01.2012
4352,3:58.81,Jordan McNamara,USA,07.03.87,1,Saint Louis,04.06.2015
4352,3:58.81,Eric Avila,USA,03.10.89,1,Des Moines,25.04.2018
4352,3:58.81,Benne Christian Anderson,GER,24.06.04,1rA,Providence,12.04.2024
4363,3:58.82,Frank O'Mara,IRL,17.07.60,3,Cork,23.06.1981
4363,3:58.82,Steve Scott,USA,05.05.56,1,Sydney,18.01.1982
4363,3:58.82,José Manuel Abascal,ESP,17.03.58,2,Barcelona,08.07.1984
4363,3:58.82,Enda Fitzpatrick,IRL,28.04.65,6,London,12.09.1986
4363,3:58.82,Frank Conway,IRL,01.01.67,9,Cork,05.07.1988
4363,3:58.82,Youssef Baba,MAR,07.08.79,14,Roma,29.06.2001
4363,3:58.82,Marco Langon,USA,31.08.04,1,Chester,21.04.2023
4370,3:58.83,John Walker,NZL,12.01.52,1,Berlin,20.08.1976
4370,3:58.83,John Robson,GBR,31.01.57,4,London,29.08.1977
4370,3:58.83,Peter Wirz,SUI,29.07.60,8,Zürich,19.08.1987
4370,3:58.83,Brendan Matthias,CAN,12.08.69,2,Eugene,01.06.1990
4370,3:58.83,Dan Maas,USA,05.07.69,7,Eugene,05.06.1993
4370,3:58.83,Phil Clode,NZL,11.03.65,2,Wanganui,18.01.1997
4370,3:58.83,Ryan Gregson,AUS,26.04.90,12,Oslo,13.06.2013
4370,3:58.83,John Bolas,USA,01.11.87,3,Raleigh,07.08.2015
4370,3:58.83,Drew Hunter,USA,05.09.97,2,Des Moines,25.04.2018
4370,3:58.83,Connor Burns,USA,31.12.04,5,Saint Louis,02.06.2022
4370,3:58.83,Cillian Kirwan,IRL,23.03.96,12,Dublin,12.07.2024
4370,3:58.83,Joel Ibler Lillesø,DEN,17.11.03,8rA,Stirling,30.08.2025
4382,3:58.84,John Bowden,NZL,19.06.56,4,Auckland,30.01.1982
4382,3:58.84,Rachid Kram,ALG,05.04.63,5,Birmingham,18.07.1986
4382,3:58.84,Marcus O'Sullivan,IRL,22.12.61,5,Cork,07.07.1987
4382,3:58.84,Cliffie Miller,RSA,01.02.64,2,Port Elizabeth,18.12.1991
4382,3:58.84,Jay Cantin,CAN,23.04.77,6r1,Burnaby,01.07.2004
4382,3:58.84,Yusuf Biwott,KEN,12.11.86,11,Ostrava,17.06.2009
4382,3:58.84,Ciarán O'Lionáird,IRL,11.04.88,5,Cork,17.07.2012
4382,3:58.84,Willy Fink,USA,07.03.94,1,Washington DC,13.07.2019
4382,3:58.84,Travis Mahoney,USA,25.07.90,8rA,Bay Shore,04.09.2019
4391,3:58.85,Chris Sly,GBR,24.01.58,12,London,08.08.1980
4391,3:58.85,Ian Stewart,GBR,15.01.49,4,London,11.09.1981
4391,3:58.85,Niels Kim Hjorth,DEN,29.06.59,1,Cwmbran,10.07.1983
4391,3:58.85,Victor Radebe,RSA,27.09.61,4,Port Elizabeth,07.03.1989
4391,3:58.85,Steve Holman,USA,02.03.70,2,Gateshead,01.07.1994
4391,3:58.85,Peter Biwott,KEN,22.08.76,1,Heidelberg,25.06.2004
4391,3:58.85,Andrew Ellerton,CAN,18.11.83,1,Indianapolis,16.06.2010
4391,3:58.85,Tim Gorman,USA,05.06.92,6rA,Trabuco Hills,18.07.2021
4391,3:58.85,Tiarnan Crorken,GBR,13.06.99,3rA,Oxford,06.05.2024
4400,3:58.86,Kelly Britz,CAN,29.05.58,5,Burnaby,16.06.1983
4400,3:58.86,Richie Harris,USA,04.03.59,8,London,08.08.1986
4400,3:58.86,Rachid Kram,ALG,05.04.63,2,Bratislava,09.06.1988
4400,3:58.86,Mário Silva,POR,23.07.61,6,Lausanne,12.07.1990
4400,3:58.86,Edgar Martins de Oliveira,BRA,11.11.67,1,Azusa,24.04.1993
4400,3:58.86,Mark Fountain,AUS,10.03.82,1,Lisle,06.07.2007
4400,3:58.86,Drew Hunter,USA,05.09.97,12rA,Eugene,28.05.2016
4400,3:58.86,Peter Callahan,BEL,01.06.91,12,Dublin,12.07.2017
4408,3:58.87,Markus Hacksteiner,SUI,18.11.64,2,Lausanne,24.06.1988
4408,3:58.87,Tom Buckner,GBR,16.04.63,8,Portsmouth,05.06.1993
4408,3:58.87,Jordan Gusman,AUS,30.01.94,1,Bankstown,10.12.2016
4408,3:58.87,Mason Ferlic,USA,05.08.93,3,Marion,15.07.2020
4408,3:58.87,Nkosinathi Sibiya,RSA,01.01.94,4,Cape Town,24.04.2023
4413,3:58.88,Nick Rose,GBR,30.12.51,4,Edinburgh,19.08.1978
4413,3:58.88,Mike Downes,GBR,25.05.54,6,London,14.09.1979
4413,3:58.88,Kelly Britz,CAN,29.05.58,3,Eugene,17.05.1986
4413,3:58.88,Adelino Hidalgo,ESP,08.03.63,2,Sevilla,30.05.1990
4413,3:58.88,Michael Power,AUS,09.05.76,4,Melbourne,01.03.2001
4413,3:58.88,Leonard Muchero Maina,KEN,13.06.78,2,Philadelphia,28.04.2001
4413,3:58.88,Nick Harris,USA,31.05.94,3rA,Saint Louis,31.05.2018
4413,3:58.88,Craig Engels,USA,01.05.94,1,Falmouth,18.08.2018
4413,3:58.88,Eric Holt,USA,12.05.95,1,West Long Branch,01.08.2019
4413,3:58.88,Julian Oakley,NZL,23.06.93,1rA,Wanganui,30.01.2022
4423,3:58.89,Han Kulker,NED,15.08.59,3,Madrid,07.06.1988
4423,3:58.89,Bekim Bahtiri,SLO,23.09.72,2,Linz,25.08.1993
4423,3:58.89,Pavel Dolgushev,RUS,11.07.68,5,Cork,25.06.1994
4423,3:58.89,Kiyonari Shibata,JPN,27.03.73,4,Osaka,11.05.1996
4423,3:58.89,Brad Woods,AUS,25.04.86,2,Dublin,08.07.2007
4423,3:58.89,Julian Oakley,NZL,23.06.93,3,Concord,05.06.2014
4423,3:58.89,Tiarnan Crorken,GBR,13.06.99,13,Gateshead,13.07.2021
4430,3:58.9,Merwyn Lincoln,AUS,22.11.37,1,Melbourne,23.03.1957
4430,3:58.9,Roger Moens,BEL,26.04.30,2,Malmö,04.09.1957
4430,3:58.9,Brian Hewson,GBR,04.04.33,2,London,03.09.1958
4430,3:58.9,Herbert Elliott,AUS,25.02.38,1,Brisbane,14.03.1959
4430,3:58.9,Dan Waern,SWE,17.01.33,1,Stockholm,01.09.1961
4430,3:58.9,Jim Grelle,USA,30.09.36,3,Los Angeles,18.05.1962
4430,3:58.9,John Davies,NZL,25.05.38,2,Melbourne,21.03.1964
4430,3:58.9,Bob Day,USA,31.10.44,6,Compton,05.06.1964
4430,3:58.9,Cary Weisiger,USA,08.09.38,7,Compton,05.06.1964
4430,3:58.9,Bob Schul,USA,28.09.37,1,Los Angeles,12.08.1964
4430,3:58.9,Ulf Högberg,SWE,21.01.46,2,Malmö,24.08.1967
4430,3:58.9,Thomas Von Ruden,USA,22.10.44,1,Turku,15.07.1971
4430,3:58.9,Paul-Heinz Wellmann,FRG,31.03.52,6,Stockholm,05.07.1972
4430,3:58.9,Knut Kvalheim,NOR,14.06.50,7,Baton Rouge,09.06.1973
4430,3:58.9,Paul Geis,USA,23.02.53,1,Westwood,13.04.1974
4430,3:58.9,Ron Martin,GBR,22.09.50,2,Williamsburg,11.05.1974
4430,3:58.9,Ray Smedley,GBR,03.09.51,1,Birmingham,16.06.1974
4430,3:58.9,Moncho Marinov,BUL,15.01.53,3,Lyngby,08.07.1974
4430,3:58.9,Frank Clement,GBR,26.04.52,2,Stretford,30.08.1975
4430,3:58.9,Ewald Bonzet,RSA,25.12.51,1,Stellenbosch,14.11.1977
4430,3:58.9,Rod Dixon,NZL,13.07.50,7,Frankfurt,05.09.1978
4430,3:58.9,Klaas Lok,NED,12.01.55,2,Sittard,09.09.1978
4430,3:58.9,Steve Emson,GBR,05.11.56,1,Swindon,31.07.1979
4430,3:58.9,Louis Liebenberg,RSA,21.02.58,2,Stellenbosch,10.11.1979
4430,3:58.9,Johan Fourie,RSA,02.12.59,1,Paarl,26.12.1979
4430,3:58.9,Johan Fourie,RSA,02.12.59,1,Stellenbosch,10.11.1982
4430,3:58.9,Johan Fourie,RSA,02.12.59,1,Paarl,27.12.1982
4430,3:58.9A,Matthews Temane,RSA,14.12.60,1,Bloemfontein,27.02.1985
4430,3:58.9,Rob Harrison,GBR,05.06.59,1,Portsmouth,01.07.1989
4430,3:58.9+,Vyacheslav Shabunin,RUS,27.09.69,2,Bruxelles,25.08.1995
4430,3:58.9+,Daniel Komen,KEN,17.05.76,3,Monaco,04.08.1999
4430,3:58.9,Cristian Soratos,USA,26.09.92,4,Huntington,09.09.2015
4430,3:58.90,Tim Hutchings,GBR,04.12.58,2,Portsmouth,20.06.1987
4430,3:58.90,Rudolph Greyling,RSA,11.04.67,5,Port Elizabeth,09.03.1988
4430,3:58.90,Mário Silva,POR,23.07.61,3,Barcelona,13.07.1988
4430,3:58.90,Johan Fourie,RSA,02.12.59,2,Port Elizabeth,06.03.1993
4430,3:58.90,Alan Webb,USA,13.01.83,1,Lawrence,18.04.2009
4430,3:58.90,Ryan Gregson,AUS,26.04.90,11,London,25.07.2009
4430,3:58.90,Chris Gowell,GBR,26.09.85,4,Saint Louis,05.06.2014
4430,3:58.90,Zak Seddon,GBR,28.06.94,15,London,21.07.2019
4430,3:58.90,Robert Domanic,USA,10.03.95,1,Dublin,22.08.2019
4471,3:58.91,José Luis González,ESP,08.12.57,1,London,27.08.1979
4471,3:58.91,Robert Nemeth,AUT,05.06.58,5,London,11.09.1981
4471,3:58.91,Dave Campbell,CAN,31.08.60,6,Burnaby,16.06.1983
4471,3:58.91,László Tóth,HUN,31.08.55,5,Koblenz,28.08.1985
4471,3:58.91,Terrance Herrington,USA,31.07.66,4,New York City,20.07.1991
4471,3:58.91,Ken Nason,IRL,29.03.72,2,Hot Springs,01.04.1995
4471,3:58.91,Brian Baker,USA,08.06.70,3,Falmouth,15.08.1998
4471,3:58.91,Clay Schwabe,USA,03.07.79,1,Brunswick,07.07.2001
4471,3:58.91,Michael Hammond,USA,07.11.89,1,Salem,10.05.2012
4471,3:58.91,Robert Domanic,USA,10.03.95,1,Cork,14.08.2019
4471,3:58.91,Brian Fay,IRL,09.11.98,4rA,London,28.07.2021
4482,3:58.92,Thomas Wessinghage,FRG,22.02.52,2,Berlin,20.08.1976
4482,3:58.92,Valeriy Toropov,RUS,13.05.56,6,Berlin,17.08.1979
4482,3:58.92,Colin Reitz,GBR,06.04.60,5,Gateshead,10.06.1984
4482,3:58.92,Philemon Harineki,ZIM,12.05.71,1,Lapinlahti,27.06.1993
4482,3:58.92,Tommy Schmitz,USA,16.07.83,3,Berkeley,25.04.2009
4482,3:58.92,Rantso Mokopane,RSA,08.08.94,1,Paarl,22.03.2018
4488,3:58.93,Barry Smith,GBR,16.04.53,7,London,17.07.1982
4488,3:58.93,Roger Jones,USA,22.11.58,6,Eugene,04.06.1983
4488,3:58.93,Ahmed Ibrahim Warsama,QAT,04.02.66,3,Linz,25.08.1993
4488,3:58.93,Michael Power,AUS,09.05.76,2,Tullamore,05.06.2004
4488,3:58.93,Julius Achon,UGA,12.12.76,3,Beaverton,04.05.2006
4488,3:58.93,Eoin Everard,IRL,23.04.86,9,Dublin,17.07.2013
4494,3:58.94,Euan Robertson,NZL,14.06.48,9,Berlin,26.08.1977
4494,3:58.94,Ian Stewart,GBR,15.01.49,2,Birmingham,26.05.1980
4494,3:58.94,John Walker,NZL,12.01.52,2,Sydney,18.01.1982
4494,3:58.94,Jonah Birir,KEN,27.12.71,3,Sheffield,04.09.1994
4494,3:58.94,David Krummenacker,USA,24.05.75,2,Portland,16.05.1999
4494,3:58.94,Alan Webb,USA,13.01.83,10,Eugene,24.05.2003
4494,3:58.94,Matt Elliott,USA,08.09.85,4,Greenville,12.04.2014
4501,3:58.95,John Whetton,GBR,06.09.41,2,London,03.08.1964
4501,3:58.95,Ricky Robinson,RSA,16.05.59,2,Stellenbosch,25.03.1983
4501,3:58.95,Mark Scrutton,GBR,14.04.60,6,Gateshead,10.06.1984
4501,3:58.95,Ray Flynn,IRL,22.01.57,2,Berkeley,23.06.1985
4501,3:58.95,Marcus O'Sullivan,IRL,22.12.61,3,New York City,24.05.1992
4501,3:58.95,Rui Silva,POR,03.08.77,1,Leiria,27.04.1999
4501,3:58.95,Berhanu Alemu,ETH,16.07.82,12,Oslo,28.06.2002
4501,3:58.95,John Simons,USA,12.11.90,5rA,Concord,07.06.2018
4501,3:58.95,Daniel Herrera,MEX,29.11.92,5,West Chester,09.08.2018
4510,3:58.96,Tony Harris,GBR,01.06.41,5,London,03.07.1965
4510,3:58.96,Barry Smith,GBR,16.04.53,6,London,04.07.1975
4510,3:58.96,Antti Loikkanen,FIN,15.04.55,13,Berlin,08.08.1980
4510,3:58.96,Ken Lucks,CAN,07.01.62,7,Burnaby,16.07.1984
4510,3:58.96,Michal Bartoszak,POL,21.06.70,1,Nuoro,10.09.1993
4510,3:58.96,Mohamed Ibrahim Aden,SOM,11.11.72,7,Gateshead,19.07.1998
4510,3:58.96,Andrew Walker,IRL,06.05.77,2,San Francisco,29.10.2000
4510,3:58.96,Matt Elliott,USA,08.09.85,1,Nashville,04.06.2011
4510,3:58.96,Miles Batty,USA,01.06.87,2,Des Moines,27.04.2013
4510,3:58.96,George Kusche,RSA,06.08.98,2,Paarl,22.03.2018
4520,3:58.97,António Atabão,POR,31.12.55,5,London,17.09.1982
4520,3:58.97,Pascal Thiébaut,FRA,06.06.59,6,Zürich,22.08.1984
4520,3:58.97,Chris McGeorge,GBR,13.01.62,5,Gateshead,27.06.1986
4520,3:58.97,Kipkoech Cheruiyot,KEN,02.12.64,2,Viareggio,06.08.1986
4520,3:58.97,Stanley Roberts,RSA,30.09.67,3,Port Elizabeth,06.03.1993
4520,3:58.97,Andy Keith,GBR,25.12.71,6,Cork,25.06.1994
4520,3:58.97,Mack Chaffee,USA,04.09.86,4,Saline,04.08.2013
4527,3:58.98,Omer Khalifa,SUD,18.12.56,7,London,14.09.1979
4527,3:58.98,Richie Harris,USA,04.03.59,2,San José,26.05.1984
4527,3:58.98,John Walker,NZL,12.01.52,4,Belfast,30.06.1986
4527,3:58.98,Earl Jones,USA,17.07.64,11,Cork,08.07.1986
4527,3:58.98,Monde Tutani,RSA,22.02.62,2,Port Elizabeth,05.03.1990
4527,3:58.98,Kevin Robertson,CAN,28.09.98,9,Quebec City,25.07.2025
4533,3:58.99,Mark Rowland,GBR,07.03.63,3,Birmingham,19.08.1986
4533,3:58.99,Robert Kibet,KEN,15.12.65,11,Zürich,17.08.1994
4533,3:58.99,David Kiplak,KEN,27.12.81,2,Dublin,15.08.2003
4533,3:58.99,Mark Christie,IRL,12.01.85,5,London,06.08.2005
4533,3:58.99,Tony Jordanek,USA,27.12.86,5,Saline,04.08.2013
4533,3:58.99,Jordan Williamsz,AUS,21.08.92,5,Cork,08.07.2014
4533,3:58.99,Tyler Pennel,USA,21.12.87,2,Saint Louis,04.06.2015
4533,3:58.99,Jamie Williamson,GBR,03.03.97,9,Cork,16.07.2018
4533,3:58.99,Rowan Miell-Ingram,GBR,29.05.04,2,Bury,24.08.2025
4533,3:58.99,Shane Cohen,USA,25.01.01,12,Middletown,28.08.2025
4543,3:59.0,Láslzó Tábori,HUN,06.07.31,1,London,28.05.1955
4543,3:59.0,Ron Delany,IRL,06.03.35,1,Compton,01.06.1956
4543,3:59.0,Istvan Rózsavölgyi,HUN,30.03.29,1,Budapest,26.08.1956
4543,3:59.0,Merwyn Lincoln,AUS,22.11.37,2,Melbourne,30.01.1958
4543,3:59.0,Dan Waern,SWE,17.01.33,2,Malmö,20.09.1960
4543,3:59.0,Bill Dotson,USA,27.12.40,4,Walnut,23.06.1962
4543,3:59.0,Jim Ryun,USA,29.04.47,8,Compton,05.06.1964
4543,3:59.0,Jim Grelle,USA,30.09.36,2,Los Angeles,12.08.1964
4543,3:59.0,John Davies,NZL,25.05.38,1,Auckland,30.11.1965
4543,3:59.0,Bob Day,USA,31.10.44,1,Tempe,12.03.1966
4543,3:59.0,Roscoe Divine,USA,03.11.47,1,Corvallis,06.05.1967
4543,3:59.0,Pat Traynor,USA,22.06.41,3,Walnut,10.08.1968
4543,3:59.0,Jim Ryun,USA,29.04.47,1,Eugene,23.08.1968
4543,3:59.0A,Fanie van Zijl,RSA,07.07.48,1,Pretoria,17.03.1970
4543,3:59.0,Michael Howell,USA,31.08.49,2,Philadelphia,30.05.1970
4543,3:59.0,David Wottle,USA,07.08.50,1,Bloomington,06.06.1970
4543,3:59.0,John Mason,USA,29.12.45,2,Turku,15.07.1971
4543,3:59.0,Tony Polhill,NZL,15.12.47,3,Turku,15.07.1971
4543,3:59.0,Thomas Von Ruden,USA,22.10.44,1,Bakersfield,20.05.1972
4543,3:59.0,Ulf Högberg,SWE,21.01.46,7,Stockholm,05.07.1972
4543,3:59.0,Grant McLaren,CAN,19.08.48,2,Toronto,29.07.1972
4543,3:59.0,Ray Smedley,GBR,03.09.51,3,London,15.09.1972
4543,3:59.0,Antonio Burgos,ESP,28.11.49,2,Port Elizabeth,23.04.1974
4543,3:59.0,Nick Rose,GBR,30.12.51,1,Bowling Green,10.05.1975
4543,3:59.0,Hendrik Smit,RSA,14.06.53,1,Stellenbosch,15.11.1975
4543,3:59.0,Matt Centrowitz,USA,28.01.55,5,Philadelphia,04.08.1976
4543,3:59.0,Graham Crouch,AUS,11.01.48,1,Melbourne,10.12.1977
4543,3:59.0,Dick Buerkle,USA,03.09.47,3,Berkeley,09.06.1979
4543,3:59.0,Ray Flynn,IRL,22.01.57,6,Dublin,27.08.1980
4543,3:59.0,Graham Crouch,AUS,11.01.48,1,Melbourne,10.12.1980
4543,3:59.0,Michael Hillardt,AUS,22.01.61,1,Adelaide,14.12.1980
4543,3:59.0,Johan Fourie,RSA,02.12.59,1,Stellenbosch,16.03.1981
4543,3:59.0,Mike Boit,KEN,06.01.49,11,Eugene,05.06.1982
4543,3:59.0,Paul Lawther,GBR,22.12.55,9,Cork,13.07.1982
4543,3:59.0,Marius-Hugo Schlechter,RSA,14.01.65,5,Port Elizabeth,14.12.1985
4543,3:59.0,Kevin McKay,GBR,09.02.69,2,Manchester,07.05.1989
4543,3:59.0+,Larbi Zéroual,FRA,10.01.71,6,Nice,12.07.1995
4543,3:59.0+,Martin Keino,KEN,20.06.72,1,Oslo,04.07.1997
4543,3:59.0+,Daniel Komen,KEN,17.05.76,1,Praha,14.06.1999
4543,3:59.00,Lars Ericsson,SWE,11.11.57,8,London,09.09.1977
4543,3:59.00,Paul Donovan,IRL,11.07.63,5,Villanova,09.06.1985
4543,3:59.00,Cyrille Laventure,FRA,29.03.64,6,London,02.08.1985
4543,3:59.00,Josiah Tostenson,USA,05.05.06,2r2,Saint Louis,05.06.2025
4543,3:59.00,Evert Silva,USA,01.01.00,1,Chattanoga,23.08.2025
4587,3:59.01,Pat Scammell,AUS,15.04.61,3,Adelaide,13.03.1982
4587,3:59.01,Matthews Temane,RSA,14.12.60,3,Stellenbosch,25.03.1983
4587,3:59.01,Nick Hopkins,GBR,28.08.66,5,Portsmouth,12.08.1990
4587,3:59.01,Jason Lunn,USA,19.07.74,2,Brunswick,07.07.2001
